ID Cliente,Zona,País,Tipo de producto,Canal de venta,Prioridad,Fecha pedido,ID Pedido,Fecha envío,Unidades,Precio Unitario,Coste unitario,Importe venta total,Importe Coste total,Estado del pedido,Método de pago,Descuento aplicado,Número de seguimiento,Hora del pedido,Tipo de envío
C7655,África,Swaziland,MINI HERE,Offline,Alta,2/26/2021,765571820,4/7/2021,8569,437.2,263.33,3746366.8,2256474.77,Entregado,Tarjeta de crédito,30%,UVWXYZ567891,10:24,Envío rápido
C3680,Centroamérica y Caribe,Trinidad and Tobago,MINI HERE,Online,Crítica,11/9/2020,368066298,12/24/2020,7852,437.2,263.33,3432894.4,2067667.16,Procesando,PayPal,35%,ABCDEFGHIJKL,6:01,Envío terrestre
C6081,África,Ghana,MINI HERE,Online,Media,8/12/2020,608166062,9/9/2020,8707,668.27,502.54,5818626.89,4375615.78,Enviado,Transferencia bancaria,40%,MNOPQRSTUVWX,22:38,Envío aéreo
C1890,África,Djibouti,MINI HERE,Online,Alta,4/10/2022,189044940,5/12/2022,1454,109.28,35.84,158893.12,52111.36,Pendiente,Tarjeta de débito,45%,YZ1234567891,12:15,Envío urgente
C1341,Australia y Oceanía,New Zealand,MINI HERE,Offline,Crítica,5/15/2022,134189260,5/24/2022,8439,205.7,117.11,1735902.3,988291.29,Cancelado,Efectivo,50%,123ABCDEFGHI,1:50,Envío económico
C6373,África,Syria,MINI HERE,Offline,Baja,2/17/2022,637397849,2/21/2022,9043,81.73,56.67,739084.39,512466.81,Devuelto,Tarjeta de crédito,5%,JKLMNOPQRST,17:27,Envío express
C6127,Europa,Albania,MINI HERE,Online,Alta,4/26/2020,612782037,5/19/2020,4677,109.28,35.84,511102.56,167623.68,Enviado,PayPal,10%,UVWXYZ567891,13:02,Envío a domicilio
C8447,Asia,Taiwan,MINI HERE,Offline,Crítica,5/24/2020,844765651,6/1/2020,3783,651.21,524.96,2463527.43,1985923.68,Procesando,Transferencia bancaria,15%,ABCDEFGHIJKL,2:39,Envío estándar
C8380,África,Ethiopia,MINI HERE,Offline,Media,7/2/2020,838085019,7/21/2020,6836,47.45,31.79,324368.2,217316.44,Pendiente,Tarjeta de débito,20%,MNOPQRSTUVWX,8:16,Envío internacional
C1677,Europa,United Kingdom,MINI HERE,Offline,Media,8/11/2020,167788970,8/11/2020,1340,152.58,97.44,204457.2,130569.6,Enviado,Efectivo,25%,YZ1234567891,9:03,Envío seguro
C7292,África,Cape Verde,MINI HERE,Offline,Baja,2/5/2021,729238831,2/16/2021,6830,651.21,524.96,4447764.3,3585476.8,Devuelto,Tarjeta de crédito,30%,123ABCDEFGHI,14:28,Envío express
C8881,África,Tanzania,MINI HERE,Online,Media,4/24/2021,888108432,6/13/2021,9876,255.28,159.42,2521145.28,1574431.92,Procesando,PayPal,35%,JKLMNOPQRST,18:57,Envío nacional
C4303,Centroamérica y Caribe,Trinidad and Tobago,MINI HERE,Online,Alta,1/1/2021,430384099,1/27/2021,9074,152.58,97.44,1384510.92,884170.56,Entregado,Transferencia bancaria,40%,UVWXYZ567891,5:42,Envío prioritario
C1123,África,Togo,MINI HERE,Offline,Alta,10/1/2021,112364661,11/9/2021,55,205.7,117.11,11313.5,6441.05,Cancelado,Tarjeta de débito,45%,ABCDEFGHIJKL,21:19,Envío terrestre
C3106,Europa,Montenegro,MINI HERE,Online,Alta,9/7/2022,310661447,9/8/2022,480,668.27,502.54,320769.6,241219.2,Pendiente,Efectivo,50%,MNOPQRSTUVWX,11:50,Envío aéreo
C5721,Europa,Russia,MINI HERE,Offline,Media,11/23/2021,572198283,12/6/2021,5042,109.28,35.84,550989.76,180705.28,Devuelto,Tarjeta de crédito,5%,YZ1234567891,7:15,Envío rápido
C9642,Asia,Nepal,MINI HERE,Offline,Media,9/29/2020,964211499,11/7/2020,464,205.7,117.11,95444.8,54339.04,Enviado,PayPal,10%,123ABCDEFGHI,23:39,Envío internacional
C7242,África,Kenya,MINI HERE,Online,Alta,6/4/2022,724249923,7/3/2022,501,668.27,502.54,334803.27,251772.54,Procesando,Transferencia bancaria,15%,JKLMNOPQRST,16:20,Envío urgente
C5101,África,Zimbabwe,MINI HERE,Online,Crítica,12/11/2021,510174882,12/12/2021,940,255.28,159.42,239963.2,149854.8,Entregado,Tarjeta de débito,20%,UVWXYZ567891,3:55,Envío rápido
C1501,África,Turkey,MINI HERE,Offline,Alta,11/15/2021,150160205,11/22/2021,4596,47.45,31.79,218080.2,146106.84,Cancelado,Efectivo,25%,ABCDEFGHIJKL,20:33,Envío urgente
C8926,Europa,Portugal,MINI HERE,Online,Media,4/27/2022,892692220,5/11/2022,6320,47.45,31.79,299884,200912.8,Pendiente,Tarjeta de crédito,30%,MNOPQRSTUVWX,8:11,Envío terrestre
C4565,Centroamérica y Caribe,Costa Rica,MINI HERE,Online,Media,5/11/2022,456569755,6/9/2022,7991,668.27,502.54,5340145.57,4015797.14,Enviado,PayPal,35%,YZ1234567891,12:46,Envío económico
C6809,Norteamérica,Canada,MINI HERE,Online,Media,6/23/2021,680904138,7/11/2021,3520,651.21,524.96,2292259.2,1847859.2,Procesando,Transferencia bancaria,40%,123ABCDEFGHI,4:29,Envío express
C7751,Centroamérica y Caribe,Trinidad and Tobago,MINI HERE,Online,Media,12/25/2020,775119197,2/2/2021,3850,668.27,502.54,2572839.5,1934779,Entregado,Tarjeta de débito,45%,JKLMNOPQRST,19:04,Envío a domicilio
C4689,África,Iran,MINI HERE,Online,Baja,8/7/2022,468951261,8/19/2022,1954,421.89,364.69,824373.06,712604.26,Cancelado,Efectivo,50%,UVWXYZ567891,10:37,Envío aéreo
C4624,África,Burundi,MINI HERE,Online,Baja,4/16/2021,462449157,5/31/2021,7837,651.21,524.96,5103532.77,4114111.52,Devuelto,Tarjeta de crédito,5%,ABCDEFGHIJKL,6:08,Envío estándar
C1759,África,Cameroon,MINI HERE,Offline,Alta,1/3/2021,175974214,1/13/2021,3535,437.2,263.33,1545502,930871.55,Enviado,PayPal,10%,MNOPQRSTUVWX,22:51,Envío prioritario
C9002,Asia,Maldives,MINI HERE,Offline,Baja,10/24/2021,900200259,11/10/2021,8116,437.2,263.33,3548315.2,2137186.28,Procesando,Transferencia bancaria,15%,YZ1234567891,15:17,Envío express
C8461,Centroamérica y Caribe,Nicaragua,MINI HERE,Offline,Crítica,4/25/2021,846113622,6/3/2021,2678,205.7,117.11,550864.6,313620.58,Pendiente,Tarjeta de débito,20%,123ABCDEFGHI,1:36,Envío urgente
C9950,Europa,Ukraine,MINI HERE,Offline,Alta,10/22/2021,995013129,11/27/2021,5351,255.28,159.42,1366003.28,853056.42,Enviado,Efectivo,25%,JKLMNOPQRST,17:02,Envío rápido
C1485,África,Madagascar,MINI HERE,Online,Crítica,4/9/2020,148510110,5/14/2020,6297,81.73,56.67,514653.81,356850.99,Devuelto,Tarjeta de crédito,30%,UVWXYZ567891,13:24,Envío internacional
C7785,Australia y Oceanía,Australia,MINI HERE,Online,Media,3/27/2021,778528392,5/14/2021,2707,109.28,35.84,295820.96,97018.88,Cancelado,PayPal,35%,ABCDEFGHIJKL,2:52,Envío express
C4773,África,Somalia,MINI HERE,Online,Media,1/22/2021,477304303,1/23/2021,3805,47.45,31.79,180547.25,120960.95,Procesando,Transferencia bancaria,40%,MNOPQRSTUVWX,8:33,Envío a domicilio
C5073,Europa,San Marino,MINI HERE,Offline,Alta,10/13/2020,507386672,10/22/2020,5846,152.58,97.44,891982.68,569634.24,Entregado,Tarjeta de débito,45%,YZ1234567891,14:05,Envío estándar
C8516,África,Turkey,MINI HERE,Offline,Crítica,11/10/2021,851636826,11/10/2021,7117,152.58,97.44,1085911.86,693480.48,Pendiente,Efectivo,50%,123ABCDEFGHI,18:41,Envío seguro
C6632,Centroamérica y Caribe,Grenada,MINI HERE,Online,Alta,11/4/2021,663228595,12/15/2021,2934,421.89,364.69,1237825.26,1070000.46,Enviado,Tarjeta de crédito,5%,JKLMNOPQRST,5:26,Envío urgente
C5156,Europa,Lithuania,MINI HERE,Offline,Baja,7/25/2021,515648305,8/3/2021,647,205.7,117.11,133087.9,75770.17,Cancelado,PayPal,10%,UVWXYZ567891,21:07,Envío internacional
C1526,Australia y Oceanía,Papua New Guinea,MINI HERE,Online,Alta,10/23/2020,152694785,11/16/2020,4635,47.45,31.79,219930.75,147346.65,Devuelto,Transferencia bancaria,15%,ABCDEFGHIJKL,11:38,Envío express
C7384,Europa,Serbia,MINI HERE,Online,Alta,8/23/2022,738479363,9/7/2022,1309,205.7,117.11,269261.3,153296.99,Procesando,Tarjeta de débito,20%,MNOPQRSTUVWX,7:03,Envío rápido
C8074,Europa,Ukraine,MINI HERE,Offline,Media,7/5/2020,807425868,7/7/2020,4112,152.58,97.44,627408.96,400673.28,Pendiente,Efectivo,25%,YZ1234567891,23:26,Envío nacional
C3142,Norteamérica,Greenland,MINI HERE,Offline,Crítica,7/24/2022,314270627,8/12/2022,8517,47.45,31.79,404131.65,270755.43,Enviado,Tarjeta de crédito,30%,123ABCDEFGHI,16:14,Envío aéreo
C1840,Europa,Lithuania,MINI HERE,Offline,Baja,8/15/2021,184062469,9/20/2021,7030,668.27,502.54,4697938.1,3532856.2,Entregado,PayPal,35%,JKLMNOPQRST,3:47,Envío prioritario
C9621,África,South Sudan,MINI HERE,Offline,Baja,5/10/2022,962162721,6/15/2022,4185,81.73,56.67,342040.05,237163.95,Cancelado,Transferencia bancaria,40%,UVWXYZ567891,20:21,Envío terrestre
C5642,Asia,Maldives,MINI HERE,Online,Crítica,9/7/2022,564245212,10/19/2022,1552,109.28,35.84,169602.56,55623.68,Procesando,Tarjeta de débito,45%,ABCDEFGHIJKL,9:55,Envío express
C1262,Asia,Kazakhstan,MINI HERE,Offline,Media,12/3/2020,126296269,1/12/2021,2728,668.27,502.54,1823040.56,1370929.12,Devuelto,Efectivo,50%,MNOPQRSTUVWX,15:32,Envío internacional
C8546,África,Kuwait,MINI HERE,Online,Baja,2/2/2020,854614722,2/5/2020,8343,437.2,263.33,3647559.6,2196962.19,Procesando,Tarjeta de crédito,5%,YZ1234567891,4:18,Envío a domicilio
C8758,África,Rwanda,MINI HERE,Offline,Alta,9/23/2020,875811898,10/13/2020,1058,81.73,56.67,86470.34,59956.86,Entregado,PayPal,10%,123ABCDEFGHI,19:41,Envío urgente
C1868,África,Cameroon,MINI HERE,Offline,Crítica,5/18/2022,186811625,6/3/2022,566,81.73,56.67,46259.18,32075.22,Devuelto,Transferencia bancaria,15%,JKLMNOPQRST,10:19,Envío estándar
C2048,Europa,Czech Republic,MINI HERE,Offline,Crítica,2/6/2022,204850232,3/6/2022,8591,421.89,364.69,3624456.99,3133051.79,Procesando,Tarjeta de débito,20%,UVWXYZ567891,6:50,Envío express
C6174,África,Equatorial Guinea,MINI HERE,Offline,Crítica,8/28/2021,617476546,10/3/2021,3887,668.27,502.54,2597565.49,1953372.98,Enviado,Efectivo,25%,AB123456789CD,22:24,Envío seguro
C7325,África,Liberia,MINI HERE,Online,Crítica,5/9/2020,732551896,6/5/2020,7240,9.33,6.92,67549.2,50100.8,Enviado,Tarjeta de crédito,30%,EF987654321GH,12:59,Envío prioritario
C8282,África,The Gambia,MINI HERE,Online,Alta,3/8/2022,828250110,4/10/2022,6468,81.73,56.67,528629.64,366541.56,Entregado,PayPal,35%,IJ123789456KL,1:27,Envío a domicilio
C8030,África,Liberia,MINI HERE,Online,Media,2/8/2020,803057515,3/22/2020,1419,81.73,56.67,115974.87,80414.73,Pendiente,Transferencia bancaria,40%,MN789456123OP,17:09,Envío rápido
C6257,Europa,Monaco,MINI HERE,Offline,Media,5/7/2020,625772941,6/15/2020,8974,651.21,524.96,5843958.54,4710991.04,Enviado,Tarjeta de débito,45%,QR456123789ST,13:44,Envío terrestre
C7855,Asia,Thailand,MINI HERE,Offline,Alta,12/17/2020,785507714,12/31/2020,8043,152.58,97.44,1227200.94,783709.92,Cancelado,Efectivo,50%,UV987123654WX,2:10,Envío aéreo
C9416,África,Cape Verde,MINI HERE,Offline,Crítica,11/1/2021,941685664,12/21/2021,4569,47.45,31.79,216799.05,145248.51,Entregado,Tarjeta de crédito,5%,YZ654789123AB,8:46,Envío internacional
C3740,África,Rwanda,MINI HERE,Offline,Media,5/22/2020,374043118,7/2/2020,6526,9.33,6.92,60887.58,45159.92,Enviado,PayPal,10%,CD321654987EF,14:15,Envío express
C2326,África,Chad,MINI HERE,Offline,Media,8/10/2021,232628905,9/1/2021,8917,81.73,56.67,728786.41,505326.39,Procesando,Transferencia bancaria,15%,GH789123456IJ,18:52,Envío urgente
C3878,África,Turkey,MINI HERE,Online,Baja,4/15/2022,387804353,5/23/2022,8781,81.73,56.67,717671.13,497619.27,Pendiente,Tarjeta de débito,20%,KL456987123MN,5:31,Envío seguro
C7802,África,Tanzania,MINI HERE,Online,Crítica,1/23/2021,780243289,2/17/2021,183,109.28,35.84,19998.24,6558.72,Entregado,Efectivo,25%,OP123456987QR,21:11,Envío a domicilio
C9709,África,Togo,MINI HERE,Online,Media,9/8/2022,970932042,10/9/2022,9222,81.73,56.67,753714.06,522610.74,Devuelto,Tarjeta de crédito,30%,ST789654321UV,11:46,Envío estándar
C5911,Australia y Oceanía,Marshall Islands,MINI HERE,Offline,Alta,4/23/2022,591169440,6/4/2022,9029,421.89,364.69,3809244.81,3292786.01,Cancelado,PayPal,35%,WX123987654YZ,7:21,Envío nacional
C6925,Centroamérica y Caribe,Cuba,MINI HERE,Online,Baja,3/14/2021,692566812,3/21/2021,4765,668.27,502.54,3184306.55,2394603.1,Pendiente,Transferencia bancaria,40%,AB654321987CD,23:58,Envío prioritario
C5970,África,Guinea-Bissau,MINI HERE,Online,Baja,6/16/2022,597047984,7/2/2022,8621,651.21,524.96,5614081.41,4525680.16,Procesando,Tarjeta de débito,45%,EF987321456GH,16:35,Envío aéreo
C1468,Europa,Georgia,MINI HERE,Online,Alta,1/3/2021,146849286,1/23/2021,4822,47.45,31.79,228803.9,153291.38,Pendiente,Efectivo,50%,IJ456789123KL,3:04,Envío urgente
C1545,Centroamérica y Caribe,The Bahamas,MINI HERE,Offline,Alta,3/9/2022,154519546,3/15/2022,4622,9.33,6.92,43123.26,31984.24,Devuelto,Tarjeta de crédito,5%,MN123654789OP,20:48,Envío express
C1529,Europa,Ukraine,MINI HERE,Offline,Crítica,4/16/2020,152920091,5/17/2020,1308,9.33,6.92,12203.64,9051.36,Enviado,PayPal,10%,QR987123456ST,9:29,Envío terrestre
C6452,África,Djibouti,MINI HERE,Online,Crítica,1/13/2020,645224750,2/14/2020,5197,205.7,117.11,1069022.9,608620.67,Procesando,Transferencia bancaria,15%,UV654987123WX,15:05,Envío económico
C8549,Centroamérica y Caribe,Honduras,MINI HERE,Offline,Crítica,10/20/2020,854919850,11/5/2020,8637,651.21,524.96,5624500.77,4534079.52,Cancelado,Tarjeta de débito,20%,YZ321456789AB,4:37,Envío rápido
C9758,Australia y Oceanía,Palau,MINI HERE,Online,Crítica,12/19/2020,975804221,1/13/2021,1008,205.7,117.11,207345.6,118046.88,Entregado,Efectivo,25%,CD123987654EF,19:20,Envío internacional
C8219,Europa,Portugal,MINI HERE,Offline,Baja,2/25/2022,821989190,3/11/2022,3723,668.27,502.54,2487969.21,1870956.42,Procesando,Tarjeta de crédito,30%,GH789321456IJ,10:53,Envío express
C2778,África,Iraq,MINI HERE,Offline,Baja,2/5/2022,277898585,3/6/2022,5222,255.28,159.42,1333072.16,832491.24,Enviado,PayPal,35%,KL654789123MN,6:26,Envío a domicilio
C6482,Asia,Philippines,MINI HERE,Offline,Baja,10/21/2021,648268735,11/17/2021,5979,154.06,90.93,921124.74,543670.47,Entregado,Transferencia bancaria,40%,OP456123987QR,22:16,Envío urgente
C6081,Centroamérica y Caribe,Barbados,MINI HERE,Offline,Crítica,3/31/2021,608148467,4/3/2021,3501,9.33,6.92,32664.33,24226.92,Pendiente,Tarjeta de débito,45%,ST987654321UV,12:38,Envío estándar
C2528,África,Mozambique,MINI HERE,Online,Baja,10/19/2020,252899110,11/5/2020,7321,205.7,117.11,1505929.7,857362.31,Cancelado,Efectivo,50%,WX123456987YZ,1:12,Envío nacional
C6481,Europa,Vatican City,MINI HERE,Online,Alta,9/1/2022,648194491,9/17/2022,4009,9.33,6.92,37403.97,27742.28,Devuelto,Tarjeta de crédito,5%,AB789123654CD,17:23,Envío aéreo
C6800,África,Kuwait,MINI HERE,Offline,Alta,11/20/2020,680020940,12/1/2020,2163,152.58,97.44,330030.54,210762.72,Procesando,PayPal,10%,EF654321987GH,13:49,Envío seguro
C2046,África,Gabon,MINI HERE,Offline,Crítica,10/3/2022,204677283,10/3/2022,7411,255.28,159.42,1891880.08,1181461.62,Enviado,Transferencia bancaria,15%,IJ987123456KL,2:21,Envío prioritario
C4987,Asia,Brunei,MINI HERE,Online,Media,9/5/2021,498774850,10/22/2021,7417,109.28,35.84,810529.76,265825.28,Pendiente,Tarjeta de débito,20%,MN456789123OP,8:57,Envío urgente
C2092,África,Iran,MINI HERE,Online,Alta,6/22/2021,209237468,6/22/2021,6871,9.33,6.92,64106.43,47547.32,Procesando,Efectivo,25%,QR123654987ST,14:31,Envío terrestre
C3033,Europa,Czech Republic,MINI HERE,Offline,Crítica,8/22/2020,303301465,9/16/2020,2498,437.2,263.33,1092125.6,657798.34,Devuelto,Tarjeta de crédito,30%,UV987321456WX,18:49,Envío express
C9185,Australia y Oceanía,Nauru,MINI HERE,Offline,Alta,5/14/2022,918515670,6/7/2022,8053,421.89,364.69,3397480.17,2936848.57,Enviado,PayPal,35%,YZ654123789AB,5:15,Envío a domicilio
C9127,Europa,Monaco,MINI HERE,Online,Baja,9/1/2021,912741410,9/11/2021,9321,152.58,97.44,1422198.18,908238.24,Entregado,Transferencia bancaria,40%,CD321789456EF,21:55,Envío estándar
C1141,Europa,Vatican City,MINI HERE,Offline,Baja,2/9/2021,114152514,3/21/2021,9121,205.7,117.11,1876189.7,1068160.31,Cancelado,Tarjeta de débito,45%,GH456987123IJ,11:28,Envío internacional
C6712,África,Swaziland,MINI HERE,Online,Baja,10/18/2020,671235311,11/15/2020,2300,81.73,56.67,187979,130341,Devuelto,Efectivo,50%,KL123456789MN,7:54,Envío urgente
C3027,Centroamérica y Caribe,Barbados,MINI HERE,Online,Media,9/2/2022,302788627,10/3/2022,738,255.28,159.42,188396.64,117651.96,Pendiente,Tarjeta de crédito,5%,OP987654321QR,23:41,Envío rápido
C8479,Europa,Slovakia,MINI HERE,Online,Media,6/29/2020,847923791,7/16/2020,8347,81.73,56.67,682200.31,473024.49,Procesando,PayPal,10%,ST456123789UV,16:06,Envío express
C6160,Australia y Oceanía,Tuvalu,MINI HERE,Online,Alta,4/20/2021,616064631,6/1/2021,6070,255.28,159.42,1549549.6,967679.4,Enviado,Transferencia bancaria,15%,WX987123654YZ,3:33,Envío aéreo
C2369,Europa,Austria,MINI HERE,Offline,Media,2/1/2021,236947476,2/28/2021,6879,9.33,6.92,64181.07,47602.68,Entregado,Tarjeta de débito,20%,AB654789321CD,20:03,Envío seguro
C4106,Australia y Oceanía,Tonga,MINI HERE,Online,Alta,7/16/2020,410621154,8/15/2020,779,668.27,502.54,520582.33,391478.66,Cancelado,Efectivo,25%,EF123987654GH,9:51,Envío a domicilio
C5574,Centroamérica y Caribe,Dominica,MINI HERE,Online,Baja,10/1/2020,557446992,10/24/2020,9807,9.33,6.92,91499.31,67864.44,Enviado,Tarjeta de crédito,30%,IJ789321456KL,15:19,Envío prioritario
C1680,Australia y Oceanía,Samoa ,MINI HERE,Offline,Alta,10/13/2021,168098819,10/28/2021,3031,437.2,263.33,1325153.2,798153.23,Procesando,PayPal,35%,MN654123789OP,4:04,Envío terrestre
C1535,Australia y Oceanía,Kiribati,MINI HERE,Offline,Alta,3/30/2021,153562963,4/29/2021,1548,154.06,90.93,238484.88,140759.64,Devuelto,Transferencia bancaria,40%,QR987456321ST,19:36,Envío económico
C5951,Centroamérica y Caribe,Panama,MINI HERE,Offline,Baja,6/5/2021,595138251,7/4/2021,3489,109.28,35.84,381277.92,125045.76,Pendiente,Tarjeta de débito,45%,UV123654987WX,10:59,Envío rápido
C2944,Asia,Uzbekistan,MINI HERE,Online,Baja,3/4/2022,294436013,4/11/2022,9014,255.28,159.42,2301093.92,1437011.88,Entregado,Efectivo,50%,YZ789456123AB,6:30,Envío express
C8233,África,Swaziland,MINI HERE,Online,Crítica,4/16/2022,823380076,5/3/2022,5317,255.28,159.42,1357323.76,847636.14,Cancelado,Tarjeta de crédito,5%,CD987123456EF,22:09,Envío a domicilio
C6742,África,Saudi Arabia,MINI HERE,Online,Alta,12/31/2020,674206769,2/15/2021,1620,9.33,6.92,15114.6,11210.4,Procesando,PayPal,10%,GH654321789IJ,12:22,Envío urgente
C2094,África,Zambia,MINI HERE,Offline,Alta,3/15/2022,209464919,4/20/2022,4179,651.21,524.96,2721406.59,2193807.84,Enviado,Transferencia bancaria,15%,KL123789456MN,1:40,Envío nacional
C3120,Norteamérica,Greenland,MINI HERE,Online,Alta,8/17/2021,312015855,9/3/2021,1280,255.28,159.42,326758.4,204057.6,Pendiente,Tarjeta de débito,20%,OP654987321QR,17:54,Envío prioritario
C1350,Asia,Turkmenistan,MINI HERE,Offline,Baja,7/21/2022,135033404,7/26/2022,8240,421.89,364.69,3476373.6,3005045.6,Devuelto,Efectivo,25%,ST123456987UV,13:17,Envío internacional
C2520,Centroamérica y Caribe,El Salvador,MINI HERE,Offline,Media,2/1/2020,252003896,3/2/2020,2408,255.28,159.42,614714.24,383883.36,Entregado,Tarjeta de crédito,30%,WX789123654YZ,2:43,Envío estándar
C4067,África,Pakistan,MINI HERE,Offline,Alta,8/6/2022,406726157,8/13/2022,8163,255.28,159.42,2083850.64,1301345.46,Procesando,PayPal,35%,AB321456789CD,8:35,Envío express
C8633,África,Libya,MINI HERE,Offline,Media,9/15/2021,863311517,10/6/2021,1917,81.73,56.67,156676.41,108636.39,Enviado,Transferencia bancaria,40%,EF456123789GH,9:47,Envío terrestre
C1561,Asia,Taiwan,MINI HERE,Offline,Crítica,4/20/2022,156183803,5/28/2022,7113,47.45,31.79,337511.85,226122.27,Pendiente,Tarjeta de débito,45%,IJ123654987KL,14:22,Envío aéreo
C9400,Europa,Macedonia,MINI HERE,Offline,Baja,2/3/2021,940079343,3/17/2021,9223,47.45,31.79,437631.35,293199.17,Cancelado,Efectivo,50%,MN987456321OP,18:59,Envío económico
C5400,Australia y Oceanía,Solomon Islands,MINI HERE,Offline,Alta,5/7/2022,540046966,5/9/2022,753,668.27,502.54,503207.31,378412.62,Devuelto,Tarjeta de crédito,5%,QR654123789ST,5:34,Envío urgente
C4014,Norteamérica,Mexico,MINI HERE,Offline,Media,2/22/2022,401447999,2/27/2022,6239,47.45,31.79,296040.55,198337.81,Enviado,PayPal,10%,UV321789456WX,21:05,Envío a domicilio
C2399,África,Somalia,MINI HERE,Offline,Alta,4/8/2021,239956271,4/30/2021,7248,81.73,56.67,592379.04,410744.16,Procesando,Transferencia bancaria,15%,YZ987654123AB,11:38,Envío express
C2915,Asia,Taiwan,MINI HERE,Online,Media,11/23/2020,291558110,1/1/2021,7379,9.33,6.92,68846.07,51062.68,Pendiente,Tarjeta de débito,20%,CD456987321EF,7:11,Envío prioritario
C8625,Centroamérica y Caribe,Cuba,MINI HERE,Online,Crítica,3/7/2021,862552344,4/5/2021,7261,668.27,502.54,4852308.47,3648942.94,Enviado,Efectivo,25%,GH123789654IJ,23:26,Envío internacional
C9795,Australia y Oceanía,Federated States of Micronesia,MINI HERE,Offline,Crítica,9/3/2022,979550302,10/3/2022,9557,9.33,6.92,89166.81,66134.44,Devuelto,Tarjeta de crédito,30%,KL654321987MN,16:53,Envío rápido
C6394,Australia y Oceanía,Australia,MINI HERE,Offline,Alta,1/17/2022,639475810,2/3/2022,3958,668.27,502.54,2645012.66,1989053.32,Procesando,PayPal,35%,OP123456789QR,3:20,Envío seguro
C3595,Asia,Myanmar,MINI HERE,Offline,Alta,1/31/2022,359565198,3/1/2022,2187,205.7,117.11,449865.9,256119.57,Entregado,Transferencia bancaria,40%,ST987123654UV,20:47,Envío express
C7273,Europa,Montenegro,MINI HERE,Online,Baja,9/9/2021,727367293,10/23/2021,3001,205.7,117.11,617305.7,351447.11,Cancelado,Tarjeta de débito,45%,WX456789123YZ,8:14,Envío a domicilio
C1507,África,Nigeria,MINI HERE,Offline,Media,3/2/2020,150743424,3/2/2020,7184,109.28,35.84,785067.52,257474.56,Pendiente,Efectivo,50%,AB654987321CD,12:49,Envío estándar
C7078,Centroamérica y Caribe,The Bahamas,MINI HERE,Online,Alta,7/4/2021,707867419,8/2/2021,2555,154.06,90.93,393623.3,232326.15,Devuelto,Tarjeta de crédito,5%,EF321123456GH,4:16,Envío terrestre
C4972,África,Ethiopia,MINI HERE,Offline,Alta,7/13/2021,497225606,8/2/2021,8961,152.58,97.44,1367269.38,873159.84,Enviado,PayPal,10%,IJ789456123KL,19:41,Envío aéreo
C3876,Australia y Oceanía,Nauru,MINI HERE,Offline,Alta,9/30/2020,387616813,10/5/2020,3283,154.06,90.93,505778.98,298523.19,Procesando,Transferencia bancaria,15%,MN123654321OP,10:08,Envío económico
C8681,Centroamérica y Caribe,Haiti,MINI HERE,Online,Baja,1/27/2020,868152368,2/23/2020,4433,668.27,502.54,2962440.91,2227759.82,Entregado,Tarjeta de débito,20%,QR654987789ST,6:33,Envío urgente
C6982,Centroamérica y Caribe,Antigua and Barbuda ,MINI HERE,Online,Alta,3/29/2022,698256099,4/14/2022,8351,152.58,97.44,1274195.58,813721.44,Cancelado,Efectivo,25%,UV123987654WX,22:04,Envío rápido
C9576,Europa,Slovenia,MINI HERE,Online,Baja,10/29/2021,957664334,11/18/2021,3013,421.89,364.69,1271154.57,1098810.97,Pendiente,Tarjeta de crédito,30%,YZ456123789AB,15:29,Envío a domicilio
C9964,Norteamérica,Greenland,MINI HERE,Online,Baja,12/12/2020,996425902,1/2/2021,3422,651.21,524.96,2228440.62,1796413.12,Enviado,PayPal,35%,CD987456321EF,1:56,Envío internacional
C6849,África,Burundi,MINI HERE,Offline,Crítica,2/13/2022,684902131,2/28/2022,6615,437.2,263.33,2892078,1741927.95,Procesando,Transferencia bancaria,40%,GH654123789IJ,17:21,Envío prioritario
C8637,Europa,Czech Republic,MINI HERE,Offline,Alta,2/14/2021,863766849,3/24/2021,6660,651.21,524.96,4337058.6,3496233.6,Entregado,Tarjeta de débito,45%,KL321987456MN,13:48,Envío express
C1940,África,Equatorial Guinea,MINI HERE,Offline,Media,9/15/2022,194006383,10/22/2022,9655,651.21,524.96,6287432.55,5068488.8,Cancelado,Efectivo,50%,OP123456789QR,2:13,Envío seguro
C1069,Centroamérica y Caribe,Dominican Republic,MINI HERE,Offline,Alta,1/7/2022,106919562,2/25/2022,8729,109.28,35.84,953905.12,312847.36,Devuelto,Tarjeta de crédito,5%,ST654987321UV,8:42,Envío nacional
C7541,Europa,Poland,MINI HERE,Online,Crítica,4/30/2020,754117715,5/24/2020,9045,81.73,56.67,739247.85,512580.15,Enviado,PayPal,10%,WX123789654YZ,14:17,Envío estándar
C5575,Europa,Albania,MINI HERE,Offline,Crítica,9/27/2020,557524669,11/16/2020,2794,9.33,6.92,26068.02,19334.48,Procesando,Transferencia bancaria,15%,AB456123987CD,18:52,Envío urgente
C2593,África,Sudan,MINI HERE,Offline,Baja,1/13/2021,259376752,2/10/2021,4200,152.58,97.44,640836,409248,Pendiente,Tarjeta de débito,20%,EF654789321GH,5:19,Envío aéreo
C6722,Norteamérica,Canada,MINI HERE,Online,Baja,10/31/2020,672222793,12/17/2020,4517,421.89,364.69,1905677.13,1647304.73,Enviado,Efectivo,25%,IJ321456987KL,21:44,Envío rápido
